,Ticker,Quarter,Analyst,WeightTechnical
891,HRL,2018 q2,Mr. Rupesh Parikh,0.0
892,HRL,2018 q2,SADIF Research,0.905163586139679
893,HRL,2018 q2,Mr. Robert B. Moskow,0.0
894,HRL,2018 q2,Mr. John Colantuoni,0.0
895,HSY,2018 q2,Credit Suisse Global Product Marketing,0.01355139259248972
896,HSY,2018 q2,Joseph Agnese,0.0
897,HSY,2018 q2,"Mr. Fintan Ryan, CFA",0.0
898,HSY,2018 q2,Mr. Warren L. Ackerman,0.0
899,HSY,2018 q2,Bryan D. Spillane,0.0
900,HSY,2018 q2,David S. Palmer,0.016051607206463814
901,HSY,2018 q2,Mr. Matthew C. Grainger,0.0
902,HSY,2018 q2,Mr. Andrew Lazar,0.0
903,HSY,2018 q2,Mr Rob Dickerson,0.0
904,HSY,2018 q2,Mr. Michael S. Lavery,0.0
906,HSY,2018 q2,Mr. Robert B. Moskow,0.0
908,HSY,2018 q2,Mr. Pablo Zuanic,0.0
910,K,2018 q2,Erin Lash,0.0
911,K,2018 q2,Mr. Robert B. Moskow,0.0
912,K,2018 q2,Mr. Pablo Zuanic,0.005335317924618721
913,K,2018 q2,Joseph Agnese,0.0
914,K,2018 q2,Mr. Michael S. Lavery,0.0
916,K,2018 q2,"Mr. Timothy S. Ramey, CFA",0.0
920,K,2018 q2,Mr Rob Dickerson,0.0
921,KHC,2018 q2,Erin Lash,0.0
922,KHC,2018 q2,Mr. Pablo Zuanic,0.0026416871696710587
924,KHC,2018 q2,Joseph Agnese,0.0
925,KHC,2018 q2,Mr. Michael S. Lavery,0.0
926,KHC,2018 q2,Mr. Warren L. Ackerman,0.0
927,KHC,2018 q2,Scott A. Mushkin,0.01305455807596445
928,KHC,2018 q2,Ms. Rosie Edwards,0.0
930,KHC,2018 q2,Lubi Kutua,0.0067786769941449165
931,KHC,2018 q2,Bryan D. Spillane,0.0
932,KHC,2018 q2,Mr. Robert B. Moskow,0.0
933,KHC,2018 q2,Mr. Matthew C. Grainger,0.0
943,KHC,2018 q2,Mr Rob Dickerson,0.0
944,KO,2018 q2,"Mr. William B. Chappell, CFA",0.0
945,KO,2018 q2,SADIF Research,0.9615986347198486
946,KO,2018 q2,Mr. Sonia Vora,0.0
948,KO,2018 q2,Ms. Lauren R. Lieberman,0.0
949,KO,2018 q2,Joseph Agnese,0.0
950,KO,2018 q2,"Mr. Dara W. Mohsenian, CFA",0.0
952,KO,2018 q2,Ms. Vivien N. Azer,0.0
954,KO,2018 q2,Mr. Andrew Holland,0.0
955,KO,2018 q2,Mr. Robert E. Ottenstein,0.0
956,KO,2018 q2,Mr. Steve Powers,0.0
957,KO,2018 q2,Mr. Nik Modi,0.0
960,KO,2018 q2,Mr. Pablo Zuanic,0.0
963,MDLZ,2018 q2,"Mr. Fintan Ryan, CFA",0.0
964,MDLZ,2018 q2,Steven Strycula,0.02526012435555458
965,MDLZ,2018 q2,Mr. Michael S. Lavery,0.01666666753590107
966,MDLZ,2018 q2,Joseph Agnese,0.0
968,MDLZ,2018 q2,Mr. Warren L. Ackerman,0.0
969,MDLZ,2018 q2,Mr. Andrew Lazar,0.0
971,MDLZ,2018 q2,Mr. Pablo Zuanic,0.0
972,MDLZ,2018 q2,Bryan D. Spillane,0.0
975,MKC,2018 q2,Mr. Andrew Lazar,0.0
977,MKC,2018 q2,Mr Rob Dickerson,0.0
979,MKC,2018 q2,Erin Lash,0.0
981,MKC,2018 q2,SADIF Research,0.9783068001270294
983,MKC,2018 q2,Mr. Ken B. Goldman,0.0
985,MKC,2018 q2,Joseph Agnese,0.0
987,MKC,2018 q2,Steven Strycula,0.0
995,MNST,2018 q2,Mr. Steve Powers,0.0
996,MNST,2018 q2,Mr. Pablo Zuanic,0.0
997,MNST,2018 q2,Mr. Nik Modi,0.01576334610581398
998,MNST,2018 q2,Joseph Agnese,0.0
1000,MNST,2018 q2,Ms. Vivien N. Azer,0.0
1001,MNST,2018 q2,"Mr. Dara W. Mohsenian, CFA",0.0
1003,MNST,2018 q2,"Kevin M. Grundy, CPA",0.0
1004,MNST,2018 q2,"Mr. William B. Chappell, CFA",0.0
1008,MNST,2018 q2,Mr. Robert E. Ottenstein,0.0
1009,MO,2018 q2,Ms. Pamela Kaufman,0.0
1010,MO,2018 q2,Mr. Owen Bennett,0.0
1011,MO,2018 q2,Mr. Michael S. Lavery,0.0
1012,MO,2018 q2,Joseph Agnese,0.0
1013,MO,2018 q2,Mr. Nik Modi,0.010508120991289616
1015,MO,2018 q2,Lisa K. Lewandowski,0.0
1016,MO,2018 q2,Mr. Matthew C. Grainger,0.010538507252931595
1017,MO,2018 q2,Ms. Vivien N. Azer,0.0
1021,MO,2018 q2,Mr. Philip Gorham,0.0
1022,PEP,2018 q2,Research Department,0.0
1023,PEP,2018 q2,Mr. Sonia Vora,0.03333333507180214
1024,PEP,2018 q2,Mr. Andrew Holland,0.0
1025,PEP,2018 q2,Mr. Pablo Zuanic,0.01091653760522604
1026,PEP,2018 q2,Joseph Agnese,0.0
1027,PEP,2018 q2,Bryan D. Spillane,0.0
1028,PEP,2018 q2,Mr. Robert E. Ottenstein,0.0
1029,PEP,2018 q2,Mr. Nik Modi,0.0
1030,PEP,2018 q2,Ms. Vivien N. Azer,0.0
1031,PEP,2018 q2,"Mr. William B. Chappell, CFA",0.0
1034,PM,2018 q2,Mr. Michael S. Lavery,0.0
1035,PM,2018 q2,Mr. Mark Photiades,0.0
1036,PM,2018 q2,Mr. Philip Gorham,0.0
1037,PM,2018 q2,Mr. Matthew C. Grainger,0.0
1038,PM,2018 q2,Lisa K. Lewandowski,0.0
1039,PM,2018 q2,Joseph Agnese,0.0
1041,PM,2018 q2,Mr. Eamonn Ferry,0.0
1043,PM,2018 q2,Chas Manso,0.0
1046,PM,2018 q2,Mr. Gerry Gallagher,0.0
1048,PM,2018 q2,Bonnie L. Herzog,0.03333333507180214
1050,PM,2018 q2,Research Department,0.0
1052,SJM,2018 q2,Mr. Andrew Lazar,0.0
1053,SJM,2018 q2,Joseph Agnese,0.0
1055,SJM,2018 q2,Lubi Kutua,0.0
1056,SJM,2018 q2,Mr. Pablo Zuanic,0.0
1057,SJM,2018 q2,Scott A. Mushkin,0.0
1059,SJM,2018 q2,"Mr. Jon R. Andersen, CFA",0.0
1060,SJM,2018 q2,Mr Rob Dickerson,0.0
1061,SJM,2018 q2,Ms. Pamela Kaufman,0.0
1063,SJM,2018 q2,Mr. Robert B. Moskow,0.0
1068,SJM,2018 q2,Ms. Farha Aslam,0.0
1070,SJM,2018 q2,Mr. Brian D. Callen,0.0
1072,STZ,2018 q2,Ms. Lauren R. Lieberman,0.0
1074,STZ,2018 q2,"Ms. Andrea F. Teixeira, CFA",0.0
1076,STZ,2018 q2,"Mr. Timothy S. Ramey, CFA",0.0
1078,STZ,2018 q2,Ms. Vivien N. Azer,0.0
1080,STZ,2018 q2,Mr. Robert E. Ottenstein,0.0
1082,STZ,2018 q2,Joseph Agnese,0.0
1084,STZ,2018 q2,"Mr. William B. Chappell, CFA",0.0
1088,STZ,2018 q2,Mr. Pablo Zuanic,0.006031503202393651
1096,STZ,2018 q2,Mr. Carlos A. Laboy,0.0
1102,STZ,2018 q2,Mr. Andrew Holland,0.015238966792821884
1106,STZ,2018 q2,"Mr. Dara W. Mohsenian, CFA",0.0
1112,STZ,2018 q2,Mr. Nik Modi,0.0
1114,TAP,2018 q2,Ms. Lauren R. Lieberman,0.0
1116,TAP,2018 q2,Ms. Vivien N. Azer,0.0
1120,TAP,2018 q2,Bryan D. Spillane,0.005007623694837093
1122,TAP,2018 q2,Mr. Robert E. Ottenstein,0.0018360796384513378
1124,TAP,2018 q2,Mr. Pablo Zuanic,0.0
1128,TAP,2018 q2,Mr. Sonia Vora,0.0
1130,TAP,2018 q2,Joseph Agnese,0.0
1136,TAP,2018 q2,"Mr. Javier Gonzalez Lastra, CFA",0.0
1140,TAP,2018 q2,Mr. Andrew Holland,0.0
1142,TAP,2018 q2,"Mr. Dara W. Mohsenian, CFA",0.0
1156,ADM,2018 q3,Mr. Robert B. Moskow,0.007212140131741762
1157,ADM,2018 q3,Mr. Vincent Andrews,0.0
1158,ADM,2018 q3,SADIF Research,0.977392852306366
1159,ADM,2018 q3,Joseph Agnese,0.0
1160,ADM,2018 q3,Mr. Seth Goldstein,0.0
1162,ADM,2018 q3,Ms. Farha Aslam,0.0
1175,CAG,2018 q3,Paige Marcus,0.0
1176,CAG,2018 q3,Mr. Andrew Lazar,0.0
1177,CAG,2018 q3,Mr Rob Dickerson,0.01666666753590107
1178,CAG,2018 q3,Ms. Farha Aslam,0.008185487861434618
1179,CAG,2018 q3,David S. Palmer,0.0
1180,CAG,2018 q3,Mr. Sonia Vora,0.0
1181,CAG,2018 q3,Bryan D. Spillane,0.0
1185,CAG,2018 q3,Joseph Agnese,0.0
1190,HRL,2018 q3,Zain Akbari,0.0
1191,HRL,2018 q3,Stewart Glickman,0.0
1195,HRL,2018 q3,Lubi Kutua,0.0
1196,HRL,2018 q3,Joseph Agnese,0.0
1197,HRL,2018 q3,Ms. Farha Aslam,0.0
1198,HRL,2018 q3,Benjamin M. Theurer,0.0
1200,HRL,2018 q3,Mr. Michael S. Lavery,0.0
1201,HRL,2018 q3,Mr. Rupesh Parikh,0.03333333507180214
1202,HRL,2018 q3,Mr. Robert B. Moskow,0.0
1204,HRL,2018 q3,SADIF Research,0.9049293994903564
1207,SJM,2018 q3,"Charles E. Cerankosky, Jr",0.0
1208,SJM,2018 q3,Lubi Kutua,0.0
1209,SJM,2018 q3,Mr. Keith Snyder,0.0
1210,SJM,2018 q3,Joseph Agnese,0.0
1211,SJM,2018 q3,Mr. Andrew Lazar,0.0
1212,SJM,2018 q3,Mr Rob Dickerson,0.0
1213,SJM,2018 q3,Ms. Pamela Kaufman,0.0
1214,SJM,2018 q3,Zain Akbari,0.0
1215,SJM,2018 q3,Mr. Pablo Zuanic,0.0
1216,SJM,2018 q3,"Mr. Jon R. Andersen, CFA",0.0
1218,SJM,2018 q3,"Mr. John J. Baumgartner, CFA",0.03333333507180214
1219,SJM,2018 q3,Mr. Robert B. Moskow,0.0
1222,SJM,2018 q3,Ms. Farha Aslam,0.0
1223,SJM,2018 q3,SADIF Research,0.9549868106842041
1229,CPB,2018 q3,Elizabeth Vermillion,0.0
1230,CPB,2018 q3,Bryan D. Spillane,0.0
1231,CPB,2018 q3,Mr. Robert B. Moskow,0.0
1232,CPB,2018 q3,Mr. Michael S. Lavery,0.0
1234,CPB,2018 q3,Scott A. Mushkin,0.0
1238,CPB,2018 q3,David S. Palmer,0.013594808677832285
1239,CPB,2018 q3,Mr Rob Dickerson,0.0
1240,CPB,2018 q3,Erin Lash,0.0
1242,CPB,2018 q3,Joseph Agnese,0.0
1244,CPB,2018 q3,Mr. Brian D. Callen,0.0
1252,HSY,2018 q3,Mr Rob Dickerson,0.0
1253,HSY,2018 q3,Erin Lash,0.0
1254,HSY,2018 q3,Mr. Keith Snyder,0.0
1255,HSY,2018 q3,Mr. Pablo Zuanic,0.006635300815105438
1258,HSY,2018 q3,Mr. Andrew Lazar,0.0
1259,HSY,2018 q3,Credit Suisse Global Product Marketing,0.0
1260,HSY,2018 q3,Mr. Robert B. Moskow,0.0
1261,HSY,2018 q3,Joseph Agnese,0.0
1266,HSY,2018 q3,Ms. Pamela Kaufman,0.0
1267,HSY,2018 q3,David S. Palmer,0.0
1268,HSY,2018 q3,Mr. Michael S. Lavery,0.0
1273,HSY,2018 q3,SADIF Research,0.9790734052658081
1275,K,2018 q3,Erin Lash,0.0
1276,K,2018 q3,Joseph Agnese,0.0
1277,K,2018 q3,Mr. Pablo Zuanic,0.01114285085350275
1279,K,2018 q3,Mr. Robert B. Moskow,0.0
1283,K,2018 q3,Mr. Andrew Lazar,0.0
1284,K,2018 q3,Bryan D. Spillane,0.0
1285,K,2018 q3,Mr Rob Dickerson,0.0
1286,K,2018 q3,Mr. Michael S. Lavery,0.0
1289,K,2018 q3,SADIF Research,0.9713416695594788
1290,KHC,2018 q3,Joseph Agnese,0.0
1291,KHC,2018 q3,Erin Lash,0.0
1292,KHC,2018 q3,Lubi Kutua,0.0
1293,KHC,2018 q3,Scott A. Mushkin,0.0
1295,KHC,2018 q3,Bryan D. Spillane,0.0
1296,KHC,2018 q3,Mr Rob Dickerson,0.0
1297,KHC,2018 q3,Mr. Pablo Zuanic,0.0
1300,KO,2018 q3,Mr. Laurent Grandet,0.012010466307401657
1301,KO,2018 q3,"Tuna N. Amobi, CFA",0.0
1302,KO,2018 q3,Mr. Sonia Vora,0.0
1303,KO,2018 q3,Mr. Steve Powers,0.011111111690600714
1304,KO,2018 q3,Research Department,0.0
1305,KO,2018 q3,Joseph Agnese,0.0
1308,KO,2018 q3,Ms. Lauren R. Lieberman,0.0
1309,KO,2018 q3,Mr. Nik Modi,0.0
1310,KO,2018 q3,Bryan D. Spillane,0.0
1312,KO,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.0
1313,KO,2018 q3,Mr. Robert E. Ottenstein,0.0
1314,KO,2018 q3,"Mr. William B. Chappell, CFA",0.024455048143863678
1315,KO,2018 q3,Ms. Vivien N. Azer,0.0
1320,KO,2018 q3,SADIF Research,0.9617176651954651
1322,MDLZ,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.0
1323,MDLZ,2018 q3,Bryan D. Spillane,0.0
1324,MDLZ,2018 q3,Mr. Andrew Lazar,0.0
1325,MDLZ,2018 q3,Mr Rob Dickerson,0.0
1326,MDLZ,2018 q3,Credit Suisse Global Product Marketing,0.0
1327,MDLZ,2018 q3,Mr. Robert B. Moskow,0.0
1328,MDLZ,2018 q3,David S. Palmer,0.0
1329,MDLZ,2018 q3,"Mr. Kenneth B. Zaslow, CFA",0.0
1330,MDLZ,2018 q3,Mr. Pablo Zuanic,0.0
1331,MDLZ,2018 q3,Erin Lash,0.0
1334,MDLZ,2018 q3,"Mr. Fintan Ryan, CFA",0.0
1335,MDLZ,2018 q3,Joseph Agnese,0.0
1337,MDLZ,2018 q3,Mr. Michael S. Lavery,0.0
1346,MDLZ,2018 q3,Ms. Pamela Kaufman,0.0
1348,MDLZ,2018 q3,Steven Strycula,0.0
1352,MKC,2018 q3,Chris Kuiper,0.0
1354,MKC,2018 q3,Mr. Andrew Lazar,0.0
1356,MKC,2018 q3,Mr Rob Dickerson,0.0
1358,MKC,2018 q3,Mr. Ken B. Goldman,0.0
1360,MKC,2018 q3,Erin Lash,0.0
1364,MKC,2018 q3,Steven Strycula,0.0
1372,MKC,2018 q3,Joseph Agnese,0.0
1374,MKC,2018 q3,SADIF Research,0.9746866524219513
1376,MKC,2018 q3,Lubi Kutua,0.0
1384,MNST,2018 q3,Mr. Laurent Grandet,0.0
1385,MNST,2018 q3,SADIF Research,0.9783070683479309
1386,MNST,2018 q3,Mr. James A. Corridore,0.0
1387,MNST,2018 q3,Joseph Agnese,0.0
1390,MNST,2018 q3,Ms. Vivien N. Azer,0.0
1391,MNST,2018 q3,Mr. Robert E. Ottenstein,0.0
1392,MNST,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.0
1393,MNST,2018 q3,Mr. Steve Powers,0.0
1394,MNST,2018 q3,"Kevin M. Grundy, CPA",0.0
1395,MNST,2018 q3,Mr. Sonia Vora,0.0
1396,MNST,2018 q3,Mr. Pablo Zuanic,0.01666666753590107
1397,MNST,2018 q3,Mr. Nik Modi,0.024616342037916183
1400,MO,2018 q3,Mr. Philip Gorham,0.0
1401,MO,2018 q3,Mr. Scott H. Kessler,0.0
1404,MO,2018 q3,Joseph Agnese,0.0
1406,MO,2018 q3,Mr. Nik Modi,0.0
1407,MO,2018 q3,Mr. Steve Powers,0.0
1408,MO,2018 q3,Ms. Pamela Kaufman,0.0
1409,MO,2018 q3,Lisa K. Lewandowski,0.0
1410,MO,2018 q3,Mr. Michael S. Lavery,0.0
1412,MO,2018 q3,Ms. Vivien N. Azer,0.0
1413,PEP,2018 q3,Mr. Pablo Zuanic,0.006590333580970764
1414,PEP,2018 q3,Mr. Steve Powers,0.005649260555704434
1415,PEP,2018 q3,Mr. Laurent Grandet,0.0
1416,PEP,2018 q3,Mr. Robert E. Ottenstein,0.0
1417,PEP,2018 q3,Ms. Lauren R. Lieberman,0.0
1418,PEP,2018 q3,Bryan D. Spillane,0.017441924661397934
1419,PEP,2018 q3,Research Department,0.0
1420,PEP,2018 q3,Mr. Sonia Vora,0.022222223381201427
1423,PEP,2018 q3,Joseph Agnese,0.0
1425,PEP,2018 q3,"Kevin M. Grundy, CPA",0.00901383813470602
1427,PEP,2018 q3,"Mr. William B. Chappell, CFA",0.0
1430,PEP,2018 q3,Ms. Vivien N. Azer,0.0
1431,PEP,2018 q3,Mr. Andrew Holland,0.018513260409235954
1434,PEP,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.01954643428325653
1442,PM,2018 q3,Ms. Pamela Kaufman,0.0
1443,PM,2018 q3,Mr. Philip Gorham,0.0
1444,PM,2018 q3,Research Department,0.0
1445,PM,2018 q3,Mr. Scott H. Kessler,0.0
1448,PM,2018 q3,Joseph Agnese,0.0
1450,PM,2018 q3,Mr. Michael S. Lavery,0.0
1456,PM,2018 q3,Chas Manso,0.0
1458,PM,2018 q3,Ms. Vivien N. Azer,0.0
1460,PM,2018 q3,Lisa K. Lewandowski,0.0
1464,PM,2018 q3,Mr. Owen Bennett,0.0
1468,PM,2018 q3,Mr. Gerry Gallagher,0.0
1469,STZ,2018 q3,Mr. Laurent Grandet,0.0
1471,STZ,2018 q3,Mr. Robert E. Ottenstein,0.0064301504753530025
1475,STZ,2018 q3,Mr. Steve Powers,0.0
1479,STZ,2018 q3,"Kevin M. Grundy, CPA",0.03333333507180214
1481,STZ,2018 q3,Mr. Sonia Vora,0.01666666753590107
1483,STZ,2018 q3,Ms. Vivien N. Azer,0.0
1489,STZ,2018 q3,Bryan D. Spillane,0.0
1491,STZ,2018 q3,"Mr. Timothy S. Ramey, CFA",0.0
1493,STZ,2018 q3,Joseph Agnese,0.0
1495,STZ,2018 q3,SADIF Research,0.934233158826828
1497,STZ,2018 q3,Mr. Carlos A. Laboy,0.0
1503,STZ,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.0
1505,STZ,2018 q3,Mr. Andrew Holland,0.0
1507,STZ,2018 q3,Mr. Nik Modi,0.0
1511,TAP,2018 q3,SADIF Research,0.8504330813884735
1513,TAP,2018 q3,Joseph Agnese,0.0
1515,TAP,2018 q3,Mr. Andrew Holland,0.0
1519,TAP,2018 q3,Mr. Sonia Vora,0.0
1521,TAP,2018 q3,Ms. Vivien N. Azer,0.0
1523,TAP,2018 q3,Bryan D. Spillane,0.006549732759594917
1525,TAP,2018 q3,Mr. Steve Powers,0.0
1527,TAP,2018 q3,"Mr. Dara W. Mohsenian, CFA",0.0
1529,TAP,2018 q3,Mr. Pablo Zuanic,0.0
1531,TAP,2018 q3,Mr. Robert E. Ottenstein,0.0
1539,LW,2018 q3,"Mr. Michael W. Gallo, CFA",0.010274169966578484
1540,ADM,2018 q4,Mr. Vincent Andrews,0.003405391238629818
1542,ADM,2018 q4,Mr. Seth Goldstein,0.0
1544,ADM,2018 q4,"Ms. Angelo Zino, CFA",0.0
1545,ADM,2018 q4,Mr. Robert B. Moskow,0.0
1548,ADM,2018 q4,Ms. Farha Aslam,0.0
1549,K,2018 q4,Mr. Pablo Zuanic,0.004098338074982166
1550,K,2018 q4,Mr. Robert B. Moskow,0.0
1551,K,2018 q4,Mr Rob Dickerson,0.0
1552,K,2018 q4,Bryan D. Spillane,0.0
1553,K,2018 q4,Erin Lash,0.0
1554,K,2018 q4,"Ms. Angelo Zino, CFA",0.0
1558,K,2018 q4,Mr. Andrew Lazar,0.0
1559,K,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.0
1560,K,2018 q4,David S. Palmer,0.0
1563,K,2018 q4,Mr. Michael S. Lavery,0.0
1569,CAG,2018 q4,Mr. Sonia Vora,0.0
1570,CAG,2018 q4,Lubi Kutua,0.009004026651382446
1571,CAG,2018 q4,Paige Marcus,0.0
1572,CAG,2018 q4,Mr Rob Dickerson,0.0
1573,CAG,2018 q4,David S. Palmer,0.0
1574,CAG,2018 q4,Bryan D. Spillane,0.0
1578,CAG,2018 q4,Mr. Robert B. Moskow,0.00545194186270237
1581,CAG,2018 q4,Mr. Andrew Lazar,0.0
1584,CAG,2018 q4,SADIF Research,0.9781460165977478
1589,CPB,2018 q4,Erin Lash,0.0
1590,CPB,2018 q4,Elizabeth Vermillion,0.0
1591,CPB,2018 q4,Scott A. Mushkin,0.0
1593,CPB,2018 q4,Credit Suisse Global Product Marketing,0.0
1596,CPB,2018 q4,Mr. Michael S. Lavery,0.007413661573082209
1597,CPB,2018 q4,Mr. Andrew Lazar,0.0
1598,CPB,2018 q4,Bryan D. Spillane,0.0
1599,CPB,2018 q4,Mr Rob Dickerson,0.0
1602,CPB,2018 q4,Mr. Robert B. Moskow,0.0
1605,CPB,2018 q4,Mr. Brian D. Callen,0.03333333507180214
1610,HRL,2018 q4,Stewart Glickman,0.0
1611,HRL,2018 q4,SADIF Research,0.906657338142395
1613,HRL,2018 q4,Lubi Kutua,0.0
1614,HRL,2018 q4,Mr. Michael S. Lavery,0.0
1615,HRL,2018 q4,Benjamin M. Theurer,0.0
1616,HRL,2018 q4,Zain Akbari,0.03333333507180214
1618,HRL,2018 q4,Mr. Rupesh Parikh,0.0
1619,HRL,2018 q4,Mr. Robert B. Moskow,0.011363706551492214
1621,KHC,2018 q4,Mr. Andrew Lazar,0.0
1622,KHC,2018 q4,Mr. Michael S. Lavery,0.0
1623,KHC,2018 q4,Sriram Gurijala,0.0
1624,KHC,2018 q4,Ms. Catherine A. Seifert,0.0
1625,KHC,2018 q4,Erin Lash,0.0
1627,KHC,2018 q4,Scott A. Mushkin,0.0
1631,KHC,2018 q4,Mr Rob Dickerson,0.0
1632,KHC,2018 q4,Lubi Kutua,0.0
1633,KHC,2018 q4,Bryan D. Spillane,0.0
1637,KHC,2018 q4,Mr. Robert B. Moskow,0.0
1638,SJM,2018 q4,Scott A. Mushkin,0.0
1639,SJM,2018 q4,Mr. Keith Snyder,0.0
1640,SJM,2018 q4,Mr. Andrew Lazar,0.0
1641,SJM,2018 q4,Bryan D. Spillane,0.0
1642,SJM,2018 q4,Ms. Pamela Kaufman,0.0
1643,SJM,2018 q4,Mr Rob Dickerson,0.0
1644,SJM,2018 q4,Zain Akbari,0.0
1645,SJM,2018 q4,Mr. Pablo Zuanic,0.006666667014360428
1646,SJM,2018 q4,"Mr. Jon R. Andersen, CFA",0.0
1649,SJM,2018 q4,Mr. Robert B. Moskow,0.0
1652,SJM,2018 q4,Ms. Farha Aslam,0.0
1657,BFb,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.0
1658,BFb,2018 q4,Bryan D. Spillane,0.0
1659,BFb,2018 q4,Hr. Thomas Davies,0.0
1661,HSY,2018 q4,Bryan D. Spillane,0.0
1662,HSY,2018 q4,Erin Lash,0.0
1664,HSY,2018 q4,SADIF Research,0.978849321603775
1665,HSY,2018 q4,Credit Suisse Global Product Marketing,0.0
1667,HSY,2018 q4,Mr. Keith Snyder,0.0
1669,HSY,2018 q4,Mr. Andrew Lazar,0.0
1670,HSY,2018 q4,Ms. Pamela Kaufman,0.0
1671,HSY,2018 q4,David S. Palmer,0.021584244444966316
1672,HSY,2018 q4,Mr. Michael S. Lavery,0.0
1673,HSY,2018 q4,Mr Rob Dickerson,0.0
1675,HSY,2018 q4,Mr. Pablo Zuanic,0.007598187308758497
1679,KO,2018 q4,Research Department,0.0
1680,KO,2018 q4,Garrett Nelson,0.0
1681,KO,2018 q4,Bryan D. Spillane,0.0
1683,KO,2018 q4,"Tuna N. Amobi, CFA",0.0
1684,KO,2018 q4,SADIF Research,0.9781463146209717
1685,KO,2018 q4,"Kevin M. Grundy, CPA",0.0
1686,KO,2018 q4,Mr. Sonia Vora,0.0
1688,KO,2018 q4,Ms. Lauren R. Lieberman,0.0
1690,KO,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.0
1692,KO,2018 q4,Ms. Vivien N. Azer,0.0
1693,KO,2018 q4,"Mr. William B. Chappell, CFA",0.042846109718084335
1694,KO,2018 q4,Mr. Laurent Grandet,0.0
1696,KO,2018 q4,Mr. Carlos A. Laboy,0.03333333507180214
1697,KO,2018 q4,Mr. Robert E. Ottenstein,0.0
1700,MDLZ,2018 q4,SADIF Research,0.9782270789146423
1701,MDLZ,2018 q4,Erin Lash,0.0
1702,MDLZ,2018 q4,Stewart Glickman,0.0
1705,MDLZ,2018 q4,"Mr. Fintan Ryan, CFA",0.0
1708,MDLZ,2018 q4,Mr Rob Dickerson,0.0
1709,MDLZ,2018 q4,David S. Palmer,0.0
1710,MDLZ,2018 q4,Bryan D. Spillane,0.0
1711,MDLZ,2018 q4,Mr. Michael S. Lavery,0.0
1712,MDLZ,2018 q4,Mr. Pablo Zuanic,0.0
1713,PEP,2018 q4,Research Department,0.0
1714,PEP,2018 q4,Mr. Sonia Vora,0.0
1715,PEP,2018 q4,Garrett Nelson,0.0
1719,PEP,2018 q4,"Tuna N. Amobi, CFA",0.0
1723,PEP,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.010145880281925201
1724,PEP,2018 q4,Ms. Lauren R. Lieberman,0.0
1725,PEP,2018 q4,Bryan D. Spillane,0.0
1726,PEP,2018 q4,Mr. Steve Powers,0.0
1727,PEP,2018 q4,Mr. Nik Modi,0.0
1728,PEP,2018 q4,"Kevin M. Grundy, CPA",0.022545482963323593
1729,PEP,2018 q4,"Mr. William B. Chappell, CFA",0.008345055393874645
1731,PEP,2018 q4,Mr. Pablo Zuanic,0.0
1733,STZ,2018 q4,Mr. Laurent Grandet,0.0
1735,STZ,2018 q4,"Ms. Andrea F. Teixeira, CFA",0.0
1737,STZ,2018 q4,Mr. Sonia Vora,0.0
1739,STZ,2018 q4,Mr. Steve Powers,0.011111111690600714
1741,STZ,2018 q4,Mr. Sean King,0.0
1743,STZ,2018 q4,Ms. Lauren R. Lieberman,0.0
1745,STZ,2018 q4,Garrett Nelson,0.0
1747,STZ,2018 q4,"Kevin M. Grundy, CPA",0.0030326973646879196
1749,STZ,2018 q4,Ms. Vivien N. Azer,0.0
1753,STZ,2018 q4,Mr. James A. Corridore,0.0
1755,STZ,2018 q4,"Mr. William B. Chappell, CFA",0.0
1757,STZ,2018 q4,SADIF Research,0.9358012676239014
1765,STZ,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.0
1771,STZ,2018 q4,Mr. Christopher A. Jacobson,0.0
1777,STZ,2018 q4,"Mr. Timothy S. Ramey, CFA",0.0
1779,STZ,2018 q4,Bryan D. Spillane,0.01662422437220812
1781,STZ,2018 q4,Mr. Nik Modi,0.024656287394464016
1789,STZ,2018 q4,Mr. Robert E. Ottenstein,0.03333333507180214
1801,STZ,2018 q4,Mr. Pablo Zuanic,0.008859369903802872
1811,STZ,2018 q4,Mr. Carlos A. Laboy,0.0
1815,TAP,2018 q4,SADIF Research,0.849655032157898
1817,TAP,2018 q4,Garrett Nelson,0.0
1821,TAP,2018 q4,David Holt,0.0
1825,TAP,2018 q4,Mr. Sonia Vora,0.0
1829,TAP,2018 q4,Ms. Lauren R. Lieberman,0.0
1831,TAP,2018 q4,Hr. Thomas Davies,0.0
1833,TAP,2018 q4,Mr. Steve Powers,0.0
1835,TAP,2018 q4,Bryan D. Spillane,0.013740217313170433
1837,TAP,2018 q4,"Mr. Dara W. Mohsenian, CFA",0.01141600077971816
1839,TAP,2018 q4,Mr. Robert E. Ottenstein,0.01666666753590107
1841,TAP,2018 q4,"Kevin M. Grundy, CPA",0.0
1845,TAP,2018 q4,Ms. Vivien N. Azer,0.0
